"TIME","GEO","AGE","UNIT","SEX","Value"
"2011","European Union (28 countries)","Total","Percentage of active population","Total","9.7"
"2011","European Union (27 countries)","Total","Thousand persons","Total","22 868"
"2011","European Union (27 countries)","Total","Percentage of total population","Total","6.1"
"2011","European Union (27 countries)","Total","Percentage of active population","Total","9.6"
"2011","European Union (25 countries)","Total","Thousand persons","Total","21 832"
"2011","European Union (25 countries)","Total","Percentage of total population","Total","6.2"
"2011","European Union (25 countries)","Total","Percentage of active population","Total","9.7"
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Thousand persons","Total","15 791"
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Percentage of total population","Total","6.3"
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Percentage of active population","Total","10.1"
"2011","Euro area (19 countries)","Total","Thousand persons","Total","16 185"
"2011","Euro area (19 countries)","Total","Percentage of total population","Total","6.4"
"2011","Euro area (19 countries)","Total","Percentage of active population","Total","10.2"
"2011","Euro area (18 countries)","Total","Thousand persons","Total","15 957"
"2011","Euro area (18 countries)","Total","Percentage of total population","Total","6.4"
"2011","Euro area (18 countries)","Total","Percentage of active population","Total","10.1"
"2011","Belgium","Total","Thousand persons","Total","347"
"2011","Belgium","Total","Percentage of total population","Total","4.2"
"2011","Belgium","Total","Percentage of active population","Total","7.2"
"2011","Bulgaria","Total","Thousand persons","Total","376"
"2011","Bulgaria","Total","Percentage of total population","Total","6.5"
"2011","Bulgaria","Total","Percentage of active population","Total","11.3"
"2011","Czech Republic","Total","Thousand persons","Total","351"
"2011","Czech Republic","Total","Percentage of total population","Total","4.2"
"2011","Czech Republic","Total","Percentage of active population","Total","6.7"
"2011","Denmark","Total","Thousand persons","Total","221"
"2011","Denmark","Total","Percentage of total population","Total","5.3"
"2011","Denmark","Total","Percentage of active population","Total","7.6"
"2011","Germany (until 1990 former territory of the FRG)","Total","Thousand persons","Total","2 399"
"2011","Germany (until 1990 former territory of the FRG)","Total","Percentage of total population","Total","3.9"
"2011","Germany (until 1990 former territory of the FRG)","Total","Percentage of active population","Total","5.8"
"2011","Estonia","Total","Thousand persons","Total","85"
"2011","Estonia","Total","Percentage of total population","Total","8.3"
"2011","Estonia","Total","Percentage of active population","Total","12.3"
"2011","Ireland","Total","Thousand persons","Total","317"
"2011","Ireland","Total","Percentage of total population","Total","9.4"
"2011","Ireland","Total","Percentage of active population","Total","14.7"
"2011","Greece","Total","Thousand persons","Total","882"
"2011","Greece","Total","Percentage of total population","Total","10.6"
"2011","Greece","Total","Percentage of active population","Total","17.9"
"2011","Spain","Total","Thousand persons","Total","5 013"
"2011","Spain","Total","Percentage of total population","Total","14.2"
"2011","Spain","Total","Percentage of active population","Total","21.4"
"2011","France","Total","Thousand persons","Total","2 665"
"2011","France","Total","Percentage of total population","Total","5.5"
"2011","France","Total","Percentage of active population","Total","9.2"
"2011","Croatia","Total","Thousand persons","Total","256"
"2011","Croatia","Total","Percentage of total population","Total","7.8"
"2011","Croatia","Total","Percentage of active population","Total","13.7"
"2011","Italy","Total","Thousand persons","Total","2 061"
"2011","Italy","Total","Percentage of total population","Total","4.6"
"2011","Italy","Total","Percentage of active population","Total","8.4"
"2011","Cyprus","Total","Thousand persons","Total","34"
"2011","Cyprus","Total","Percentage of total population","Total","5.3"
"2011","Cyprus","Total","Percentage of active population","Total","7.9"
"2011","Latvia","Total","Thousand persons","Total","167"
"2011","Latvia","Total","Percentage of total population","Total","10.4"
"2011","Latvia","Total","Percentage of active population","Total","16.2"
"2011","Lithuania","Total","Thousand persons","Total","228"
"2011","Lithuania","Total","Percentage of total population","Total","9.8"
"2011","Lithuania","Total","Percentage of active population","Total","15.4"
"2011","Luxembourg","Total","Thousand persons","Total","11"
"2011","Luxembourg","Total","Percentage of total population","Total","3.0"
"2011","Luxembourg","Total","Percentage of active population","Total","4.8"
"2011","Hungary","Total","Thousand persons","Total","466"
"2011","Hungary","Total","Percentage of total population","Total","6.1"
"2011","Hungary","Total","Percentage of active population","Total","11.0"
"2011","Malta","Total","Thousand persons","Total","11"
"2011","Malta","Total","Percentage of total population","Total","3.5"
"2011","Malta","Total","Percentage of active population","Total","6.4"
"2011","Netherlands","Total","Thousand persons","Total","434"
"2011","Netherlands","Total","Percentage of total population","Total","3.5"
"2011","Netherlands","Total","Percentage of active population","Total","5.0"
"2011","Austria","Total","Thousand persons","Total","194"
"2011","Austria","Total","Percentage of total population","Total","3.0"
"2011","Austria","Total","Percentage of active population","Total","4.6"
"2011","Poland","Total","Thousand persons","Total","1 659"
"2011","Poland","Total","Percentage of total population","Total","5.8"
"2011","Poland","Total","Percentage of active population","Total","9.7"
"2011","Portugal","Total","Thousand persons","Total","688"
"2011","Portugal","Total","Percentage of total population","Total","8.6"
"2011","Portugal","Total","Percentage of active population","Total","12.9"
"2011","Romania","Total","Thousand persons","Total","659"
"2011","Romania","Total","Percentage of total population","Total","4.2"
"2011","Romania","Total","Percentage of active population","Total","7.2"
"2011","Slovenia","Total","Thousand persons","Total","83"
"2011","Slovenia","Total","Percentage of total population","Total","5.2"
"2011","Slovenia","Total","Percentage of active population","Total","8.2"
"2011","Slovakia","Total","Thousand persons","Total","363"
"2011","Slovakia","Total","Percentage of total population","Total","8.6"
"2011","Slovakia","Total","Percentage of active population","Total","13.7"
"2011","Finland","Total","Thousand persons","Total","209"
"2011","Finland","Total","Percentage of total population","Total","5.2"
"2011","Finland","Total","Percentage of active population","Total","7.8"
"2011","Sweden","Total","Thousand persons","Total","390"
"2011","Sweden","Total","Percentage of total population","Total","5.5"
"2011","Sweden","Total","Percentage of active population","Total","7.8"
"2011","United Kingdom","Total","Thousand persons","Total","2 559"
"2011","United Kingdom","Total","Percentage of total population","Total","5.5"
"2011","United Kingdom","Total","Percentage of active population","Total","8.1"
"2011","Iceland","Total","Thousand persons","Total","13"
"2011","Iceland","Total","Percentage of total population","Total","5.6"
"2011","Iceland","Total","Percentage of active population","Total","7.1"
"2011","Norway","Total","Thousand persons","Total","87"
"2011","Norway","Total","Percentage of total population","Total","2.3"
"2011","Norway","Total","Percentage of active population","Total","3.3"
"2011","Turkey","Total","Thousand persons","Total","2 333"
"2011","Turkey","Total","Percentage of total population","Total","4.5"
"2011","Turkey","Total","Percentage of active population","Total","9.1"
"2011","United States","Total","Thousand persons","Total","13 747"
"2011","United States","Total","Percentage of total population","Total",":"
"2011","United States","Total","Percentage of active population","Total","8.9"
"2011","Japan","Total","Thousand persons","Total","3 019"
"2011","Japan","Total","Percentage of total population","Total",":"
"2011","Japan","Total","Percentage of active population","Total","4.6"
"2012","European Union (28 countries)","Total","Thousand persons","Total","25 266"
"2012","European Union (28 countries)","Total","Percentage of total population","Total","6.7"
"2012","European Union (28 countries)","Total","Percentage of active population","Total","10.5"
"2012","European Union (27 countries)","Total","Thousand persons","Total","24 974"
"2012","European Union (27 countries)","Total","Percentage of total population","Total","6.6"
"2012","European Union (27 countries)","Total","Percentage of active population","Total","10.4"
"2012","European Union (25 countries)","Total","Thousand persons","Total","23 936"
"2012","European Union (25 countries)","Total","Percentage of total population","Total","6.7"
"2012","European Union (25 countries)","Total","Percentage of active population","Total","10.6"
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Thousand persons","Total","17 840"
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Percentage of total population","Total","7.2"
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Percentage of active population","Total","11.3"
"2012","Euro area (19 countries)","Total","Thousand persons","Total","18 192"
"2012","Euro area (19 countries)","Total","Percentage of total population","Total","7.2"
"2012","Euro area (19 countries)","Total","Percentage of active population","Total","11.4"
"2012","Euro area (18 countries)","Total","Thousand persons","Total","17 995"
"2012","Euro area (18 countries)","Total","Percentage of total population","Total","7.2"
"2012","Euro area (18 countries)","Total","Percentage of active population","Total","11.4"
"2012","Belgium","Total","Thousand persons","Total","369"
"2012","Belgium","Total","Percentage of total population","Total","4.5"
"2012","Belgium","Total","Percentage of active population","Total","7.6"
"2012","Bulgaria","Total","Thousand persons","Total","410"
"2012","Bulgaria","Total","Percentage of total population","Total","7.2"
"2012","Bulgaria","Total","Percentage of active population","Total","12.3"
"2012","Czech Republic","Total","Thousand persons","Total","367"
"2012","Czech Republic","Total","Percentage of total population","Total","4.4"
"2012","Czech Republic","Total","Percentage of active population","Total","7.0"
"2012","Denmark","Total","Thousand persons","Total","219"
"2012","Denmark","Total","Percentage of total population","Total","5.2"
"2012","Denmark","Total","Percentage of active population","Total","7.5"
"2012","Germany (until 1990 former territory of the FRG)","Total","Thousand persons","Total","2 224"
"2012","Germany (until 1990 former territory of the FRG)","Total","Percentage of total population","Total","3.6"
"2012","Germany (until 1990 former territory of the FRG)","Total","Percentage of active population","Total","5.4"
"2012","Estonia","Total","Thousand persons","Total","68"
"2012","Estonia","Total","Percentage of total population","Total","6.8"
"2012","Estonia","Total","Percentage of active population","Total","10.0"
"2012","Ireland","Total","Thousand persons","Total","316"
"2012","Ireland","Total","Percentage of total population","Total","9.4"
"2012","Ireland","Total","Percentage of active population","Total","14.7"
"2012","Greece","Total","Thousand persons","Total","1 195"
"2012","Greece","Total","Percentage of total population","Total","14.5"
"2012","Greece","Total","Percentage of active population","Total","24.5"
"2012","Spain","Total","Thousand persons","Total","5 811"
"2012","Spain","Total","Percentage of total population","Total","16.5"
"2012","Spain","Total","Percentage of active population","Total","24.8"
"2012","France","Total","Thousand persons","Total","2 855"
"2012","France","Total","Percentage of total population","Total","5.9"
"2012","France","Total","Percentage of active population","Total","9.8"
"2012","Croatia","Total","Thousand persons","Total","292"
"2012","Croatia","Total","Percentage of total population","Total","9.1"
"2012","Croatia","Total","Percentage of active population","Total","15.8"
"2012","Italy","Total","Thousand persons","Total","2 691"
"2012","Italy","Total","Percentage of total population","Total","5.9"
"2012","Italy","Total","Percentage of active population","Total","10.7"
"2012","Cyprus","Total","Thousand persons","Total","52"
"2012","Cyprus","Total","Percentage of total population","Total","8.0"
"2012","Cyprus","Total","Percentage of active population","Total","11.9"
"2012","Latvia","Total","Thousand persons","Total","155"
"2012","Latvia","Total","Percentage of total population","Total","9.9"
"2012","Latvia","Total","Percentage of active population","Total","15.0"
"2012","Lithuania","Total","Thousand persons","Total","197"
"2012","Lithuania","Total","Percentage of total population","Total","8.6"
"2012","Lithuania","Total","Percentage of active population","Total","13.4"
"2012","Luxembourg","Total","Thousand persons","Total","13"
"2012","Luxembourg","Total","Percentage of total population","Total","3.2"
"2012","Luxembourg","Total","Percentage of active population","Total","5.1"
"2012","Hungary","Total","Thousand persons","Total","473"
"2012","Hungary","Total","Percentage of total population","Total","6.2"
"2012","Hungary","Total","Percentage of active population","Total","11.0"
"2012","Malta","Total","Thousand persons","Total","11"
"2012","Malta","Total","Percentage of total population","Total","3.5"
"2012","Malta","Total","Percentage of active population","Total","6.3"
"2012","Netherlands","Total","Thousand persons","Total","516"
"2012","Netherlands","Total","Percentage of total population","Total","4.1"
"2012","Netherlands","Total","Percentage of active population","Total","5.8"
"2012","Austria","Total","Thousand persons","Total","209"
"2012","Austria","Total","Percentage of total population","Total","3.2"
"2012","Austria","Total","Percentage of active population","Total","4.9"
"2012","Poland","Total","Thousand persons","Total","1 749"
"2012","Poland","Total","Percentage of total population","Total","6.1"
"2012","Poland","Total","Percentage of active population","Total","10.1"
"2012","Portugal","Total","Thousand persons","Total","835"
"2012","Portugal","Total","Percentage of total population","Total","10.5"
"2012","Portugal","Total","Percentage of active population","Total","15.8"
"2012","Romania","Total","Thousand persons","Total","627"
"2012","Romania","Total","Percentage of total population","Total","4.1"
"2012","Romania","Total","Percentage of active population","Total","6.8"
"2012","Slovenia","Total","Thousand persons","Total","90"
"2012","Slovenia","Total","Percentage of total population","Total","5.6"
"2012","Slovenia","Total","Percentage of active population","Total","8.9"
"2012","Slovakia","Total","Thousand persons","Total","378"
"2012","Slovakia","Total","Percentage of total population","Total","8.8"
"2012","Slovakia","Total","Percentage of active population","Total","14.0"
"2012","Finland","Total","Thousand persons","Total","207"
"2012","Finland","Total","Percentage of total population","Total","5.1"
"2012","Finland","Total","Percentage of active population","Total","7.7"
"2012","Sweden","Total","Thousand persons","Total","403"
"2012","Sweden","Total","Percentage of total population","Total","5.7"
"2012","Sweden","Total","Percentage of active population","Total","8.0"
"2012","United Kingdom","Total","Thousand persons","Total","2 534"
"2012","United Kingdom","Total","Percentage of total population","Total","5.4"
"2012","United Kingdom","Total","Percentage of active population","Total","7.9"
"2012","Iceland","Total","Thousand persons","Total","11"
"2012","Iceland","Total","Percentage of total population","Total","4.8"
"2012","Iceland","Total","Percentage of active population","Total","6.0"
"2012","Norway","Total","Thousand persons","Total","85"
"2012","Norway","Total","Percentage of total population","Total","2.2"
"2012","Norway","Total","Percentage of active population","Total","3.2"
"2012","Turkey","Total","Thousand persons","Total","2 203"
"2012","Turkey","Total","Percentage of total population","Total","4.2"
"2012","Turkey","Total","Percentage of active population","Total","8.4"
"2012","United States","Total","Thousand persons","Total","12 506"
"2012","United States","Total","Percentage of total population","Total",":"
"2012","United States","Total","Percentage of active population","Total","8.1"
"2012","Japan","Total","Thousand persons","Total","2 848"
"2012","Japan","Total","Percentage of total population","Total",":"
"2012","Japan","Total","Percentage of active population","Total","4.3"
"2013","European Union (28 countries)","Total","Thousand persons","Total","26 304"
"2013","European Union (28 countries)","Total","Percentage of total population","Total","6.9"
"2013","European Union (28 countries)","Total","Percentage of active population","Total","10.9"
"2013","European Union (27 countries)","Total","Thousand persons","Total","25 984"
"2013","European Union (27 countries)","Total","Percentage of total population","Total","6.9"
"2013","European Union (27 countries)","Total","Percentage of active population","Total","10.8"
"2013","European Union (25 countries)","Total","Thousand persons","Total","24 895"
"2013","European Union (25 countries)","Total","Percentage of total population","Total","7.0"
"2013","European Union (25 countries)","Total","Percentage of active population","Total","10.9"
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Thousand persons","Total","18 952"
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Percentage of total population","Total","7.6"
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Percentage of active population","Total","12.0"
"2013","Euro area (19 countries)","Total","Thousand persons","Total","19 244"
"2013","Euro area (19 countries)","Total","Percentage of total population","Total","7.6"
"2013","Euro area (19 countries)","Total","Percentage of active population","Total","12.0"
"2013","Euro area (18 countries)","Total","Thousand persons","Total","19 072"
"2013","Euro area (18 countries)","Total","Percentage of total population","Total","7.6"
"2013","Euro area (18 countries)","Total","Percentage of active population","Total","12.0"
"2013","Belgium","Total","Thousand persons","Total","417"
"2013","Belgium","Total","Percentage of total population","Total","5.1"
"2013","Belgium","Total","Percentage of active population","Total","8.4"
"2013","Bulgaria","Total","Thousand persons","Total","436"
"2013","Bulgaria","Total","Percentage of total population","Total","7.7"
"2013","Bulgaria","Total","Percentage of active population","Total","13.0"
"2013","Czech Republic","Total","Thousand persons","Total","370"
"2013","Czech Republic","Total","Percentage of total population","Total","4.5"
"2013","Czech Republic","Total","Percentage of active population","Total","7.0"
"2013","Denmark","Total","Thousand persons","Total","202"
"2013","Denmark","Total","Percentage of total population","Total","4.8"
"2013","Denmark","Total","Percentage of active population","Total","7.0"
"2013","Germany (until 1990 former territory of the FRG)","Total","Thousand persons","Total","2 182"
"2013","Germany (until 1990 former territory of the FRG)","Total","Percentage of total population","Total","3.6"
"2013","Germany (until 1990 former territory of the FRG)","Total","Percentage of active population","Total","5.2"
"2013","Estonia","Total","Thousand persons","Total","59"
"2013","Estonia","Total","Percentage of total population","Total","5.9"
"2013","Estonia","Total","Percentage of active population","Total","8.6"
"2013","Ireland","Total","Thousand persons","Total","282"
"2013","Ireland","Total","Percentage of total population","Total","8.4"
"2013","Ireland","Total","Percentage of active population","Total","13.1"
"2013","Greece","Total","Thousand persons","Total","1 330"
"2013","Greece","Total","Percentage of total population","Total","16.3"
"2013","Greece","Total","Percentage of active population","Total","27.5"
"2013","Spain","Total","Thousand persons","Total","6 051"
"2013","Spain","Total","Percentage of total population","Total","17.3"
"2013","Spain","Total","Percentage of active population","Total","26.1"
"2013","France","Total","Thousand persons","Total","3 026"
"2013","France","Total","Percentage of total population","Total","6.3"
"2013","France","Total","Percentage of active population","Total","10.3"
"2013","Croatia","Total","Thousand persons","Total","320"
"2013","Croatia","Total","Percentage of total population","Total","9.8"
"2013","Croatia","Total","Percentage of active population","Total","17.4"
"2013","Italy","Total","Thousand persons","Total","3 069"
"2013","Italy","Total","Percentage of total population","Total","6.7"
"2013","Italy","Total","Percentage of active population","Total","12.1"
"2013","Cyprus","Total","Thousand persons","Total","69"
"2013","Cyprus","Total","Percentage of total population","Total","10.7"
"2013","Cyprus","Total","Percentage of active population","Total","15.9"
"2013","Latvia","Total","Thousand persons","Total","120"
"2013","Latvia","Total","Percentage of total population","Total","7.8"
"2013","Latvia","Total","Percentage of active population","Total","11.9"
"2013","Lithuania","Total","Thousand persons","Total","172"
"2013","Lithuania","Total","Percentage of total population","Total","7.6"
"2013","Lithuania","Total","Percentage of active population","Total","11.8"
"2013","Luxembourg","Total","Thousand persons","Total","15"
"2013","Luxembourg","Total","Percentage of total population","Total","3.7"
"2013","Luxembourg","Total","Percentage of active population","Total","5.9"
"2013","Hungary","Total","Thousand persons","Total","441"
"2013","Hungary","Total","Percentage of total population","Total","5.8"
"2013","Hungary","Total","Percentage of active population","Total","10.2"
"2013","Malta","Total","Thousand persons","Total","12"
"2013","Malta","Total","Percentage of total population","Total","3.7"
"2013","Malta","Total","Percentage of active population","Total","6.4"
"2013","Netherlands","Total","Thousand persons","Total","647"
"2013","Netherlands","Total","Percentage of total population","Total","5.1"
"2013","Netherlands","Total","Percentage of active population","Total","7.3"
"2013","Austria","Total","Thousand persons","Total","231"
"2013","Austria","Total","Percentage of total population","Total","3.6"
"2013","Austria","Total","Percentage of active population","Total","5.4"
"2013","Poland","Total","Thousand persons","Total","1 793"
"2013","Poland","Total","Percentage of total population","Total","6.3"
"2013","Poland","Total","Percentage of active population","Total","10.3"
"2013","Portugal","Total","Thousand persons","Total","855"
"2013","Portugal","Total","Percentage of total population","Total","10.8"
"2013","Portugal","Total","Percentage of active population","Total","16.4"
"2013","Romania","Total","Thousand persons","Total","653"
"2013","Romania","Total","Percentage of total population","Total","4.2"
"2013","Romania","Total","Percentage of active population","Total","7.1"
"2013","Slovenia","Total","Thousand persons","Total","102"
"2013","Slovenia","Total","Percentage of total population","Total","6.4"
"2013","Slovenia","Total","Percentage of active population","Total","10.1"
"2013","Slovakia","Total","Thousand persons","Total","386"
"2013","Slovakia","Total","Percentage of total population","Total","9.0"
"2013","Slovakia","Total","Percentage of active population","Total","14.2"
"2013","Finland","Total","Thousand persons","Total","219"
"2013","Finland","Total","Percentage of total population","Total","5.4"
"2013","Finland","Total","Percentage of active population","Total","8.2"
"2013","Sweden","Total","Thousand persons","Total","411"
"2013","Sweden","Total","Percentage of total population","Total","5.8"
"2013","Sweden","Total","Percentage of active population","Total","8.0"
"2013","United Kingdom","Total","Thousand persons","Total","2 437"
"2013","United Kingdom","Total","Percentage of total population","Total","5.2"
"2013","United Kingdom","Total","Percentage of active population","Total","7.5"
"2013","Iceland","Total","Thousand persons","Total","10"
"2013","Iceland","Total","Percentage of total population","Total","4.3"
"2013","Iceland","Total","Percentage of active population","Total","5.4"
"2013","Norway","Total","Thousand persons","Total","95"
"2013","Norway","Total","Percentage of total population","Total","2.4"
"2013","Norway","Total","Percentage of active population","Total","3.5"
"2013","Turkey","Total","Thousand persons","Total","2 449"
"2013","Turkey","Total","Percentage of total population","Total","4.6"
"2013","Turkey","Total","Percentage of active population","Total","9.0"
"2013","United States","Total","Thousand persons","Total","11 459"
"2013","United States","Total","Percentage of total population","Total",":"
"2013","United States","Total","Percentage of active population","Total","7.4"
"2013","Japan","Total","Thousand persons","Total","2 668"
"2013","Japan","Total","Percentage of total population","Total",":"
"2013","Japan","Total","Percentage of active population","Total","4.0"
"2014","European Union (28 countries)","Total","Thousand persons","Total","24 807"
"2014","European Union (28 countries)","Total","Percentage of total population","Total","6.5"
"2014","European Union (28 countries)","Total","Percentage of active population","Total","10.2"
"2014","European Union (27 countries)","Total","Thousand persons","Total","24 482"
"2014","European Union (27 countries)","Total","Percentage of total population","Total","6.5"
"2014","European Union (27 countries)","Total","Percentage of active population","Total","10.2"
"2014","European Union (25 countries)","Total","Thousand persons","Total","23 468"
"2014","European Union (25 countries)","Total","Percentage of total population","Total","6.6"
"2014","European Union (25 countries)","Total","Percentage of active population","Total","10.3"
"2014","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Thousand persons","Total","18 480"
"2014","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Percentage of total population","Total","7.4"
"2014","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Percentage of active population","Total","11.6"
"2014","Euro area (19 countries)","Total","Thousand persons","Total","18 638"
"2014","Euro area (19 countries)","Total","Percentage of total population","Total","7.4"
"2014","Euro area (19 countries)","Total","Percentage of active population","Total","11.6"
"2014","Euro area (18 countries)","Total","Thousand persons","Total","18 480"
"2014","Euro area (18 countries)","Total","Percentage of total population","Total","7.4"
"2014","Euro area (18 countries)","Total","Percentage of active population","Total","11.6"
"2014","Belgium","Total","Thousand persons","Total","423"
"2014","Belgium","Total","Percentage of total population","Total","5.1"
"2014","Belgium","Total","Percentage of active population","Total","8.5"
"2014","Bulgaria","Total","Thousand persons","Total","385"
"2014","Bulgaria","Total","Percentage of total population","Total","6.9"
"2014","Bulgaria","Total","Percentage of active population","Total","11.4"
"2014","Czech Republic","Total","Thousand persons","Total","324"
"2014","Czech Republic","Total","Percentage of total population","Total","3.9"
"2014","Czech Republic","Total","Percentage of active population","Total","6.1"
"2014","Denmark","Total","Thousand persons","Total","191"
"2014","Denmark","Total","Percentage of total population","Total","4.5"
"2014","Denmark","Total","Percentage of active population","Total","6.6"
"2014","Germany (until 1990 former territory of the FRG)","Total","Thousand persons","Total","2 090"
"2014","Germany (until 1990 former territory of the FRG)","Total","Percentage of total population","Total","3.4"
"2014","Germany (until 1990 former territory of the FRG)","Total","Percentage of active population","Total","5.0"
"2014","Estonia","Total","Thousand persons","Total","50"
"2014","Estonia","Total","Percentage of total population","Total","5.0"
"2014","Estonia","Total","Percentage of active population","Total","7.4"
"2014","Ireland","Total","Thousand persons","Total","243"
"2014","Ireland","Total","Percentage of total population","Total","7.3"
"2014","Ireland","Total","Percentage of active population","Total","11.3"
"2014","Greece","Total","Thousand persons","Total","1 274"
"2014","Greece","Total","Percentage of total population","Total","15.7"
"2014","Greece","Total","Percentage of active population","Total","26.5"
"2014","Spain","Total","Thousand persons","Total","5 610"
"2014","Spain","Total","Percentage of total population","Total","16.0"
"2014","Spain","Total","Percentage of active population","Total","24.5"
"2014","France","Total","Thousand persons","Total","3 032"
"2014","France","Total","Percentage of total population","Total","6.3"
"2014","France","Total","Percentage of active population","Total","10.3"
"2014","Croatia","Total","Thousand persons","Total","325"
"2014","Croatia","Total","Percentage of total population","Total","10.1"
"2014","Croatia","Total","Percentage of active population","Total","17.2"
"2014","Italy","Total","Thousand persons","Total","3 236"
"2014","Italy","Total","Percentage of total population","Total","7.1"
"2014","Italy","Total","Percentage of active population","Total","12.7"
"2014","Cyprus","Total","Thousand persons","Total","70"
"2014","Cyprus","Total","Percentage of total population","Total","11.0"
"2014","Cyprus","Total","Percentage of active population","Total","16.1"
"2014","Latvia","Total","Thousand persons","Total","108"
"2014","Latvia","Total","Percentage of total population","Total","7.2"
"2014","Latvia","Total","Percentage of active population","Total","10.8"
"2014","Lithuania","Total","Thousand persons","Total","158"
"2014","Lithuania","Total","Percentage of total population","Total","7.1"
"2014","Lithuania","Total","Percentage of active population","Total","10.7"
"2014","Luxembourg","Total","Thousand persons","Total","16"
"2014","Luxembourg","Total","Percentage of total population","Total","3.7"
"2014","Luxembourg","Total","Percentage of active population","Total","6.0"
"2014","Hungary","Total","Thousand persons","Total","343"
"2014","Hungary","Total","Percentage of total population","Total","4.5"
"2014","Hungary","Total","Percentage of active population","Total","7.7"
"2014","Malta","Total","Thousand persons","Total","11"
"2014","Malta","Total","Percentage of total population","Total","3.4"
"2014","Malta","Total","Percentage of active population","Total","5.8"
"2014","Netherlands","Total","Thousand persons","Total","660"
"2014","Netherlands","Total","Percentage of total population","Total","5.2"
"2014","Netherlands","Total","Percentage of active population","Total","7.4"
"2014","Austria","Total","Thousand persons","Total","245"
"2014","Austria","Total","Percentage of total population","Total","3.8"
"2014","Austria","Total","Percentage of active population","Total","5.6"
"2014","Poland","Total","Thousand persons","Total","1 567"
"2014","Poland","Total","Percentage of total population","Total","5.5"
"2014","Poland","Total","Percentage of active population","Total","9.0"
"2014","Portugal","Total","Thousand persons","Total","729"
"2014","Portugal","Total","Percentage of total population","Total","9.2"
"2014","Portugal","Total","Percentage of active population","Total","14.1"
"2014","Romania","Total","Thousand persons","Total","629"
"2014","Romania","Total","Percentage of total population","Total","4.1"
"2014","Romania","Total","Percentage of active population","Total","6.8"
"2014","Slovenia","Total","Thousand persons","Total","98"
"2014","Slovenia","Total","Percentage of total population","Total","6.2"
"2014","Slovenia","Total","Percentage of active population","Total","9.7"
"2014","Slovakia","Total","Thousand persons","Total","359"
"2014","Slovakia","Total","Percentage of total population","Total","8.4"
"2014","Slovakia","Total","Percentage of active population","Total","13.2"
"2014","Finland","Total","Thousand persons","Total","232"
"2014","Finland","Total","Percentage of total population","Total","5.7"
"2014","Finland","Total","Percentage of active population","Total","8.7"
"2014","Sweden","Total","Thousand persons","Total","411"
"2014","Sweden","Total","Percentage of total population","Total","5.7"
"2014","Sweden","Total","Percentage of active population","Total","7.9"
"2014","United Kingdom","Total","Thousand persons","Total","1 996"
"2014","United Kingdom","Total","Percentage of total population","Total","4.2"
"2014","United Kingdom","Total","Percentage of active population","Total","6.1"
"2014","Iceland","Total","Thousand persons","Total","9"
"2014","Iceland","Total","Percentage of total population","Total","4.0"
"2014","Iceland","Total","Percentage of active population","Total","5.0"
"2014","Norway","Total","Thousand persons","Total","96"
"2014","Norway","Total","Percentage of total population","Total","2.5"
"2014","Norway","Total","Percentage of active population","Total","3.5"
"2014","Turkey","Total","Thousand persons","Total","2 860"
"2014","Turkey","Total","Percentage of total population","Total","5.2"
"2014","Turkey","Total","Percentage of active population","Total","9.9"
"2014","United States","Total","Thousand persons","Total","9 616"
"2014","United States","Total","Percentage of total population","Total",":"
"2014","United States","Total","Percentage of active population","Total","6.2"
"2014","Japan","Total","Thousand persons","Total","2 380"
"2014","Japan","Total","Percentage of total population","Total",":"
"2014","Japan","Total","Percentage of active population","Total","3.6"
"2015","European Union (28 countries)","Total","Thousand persons","Total","22 879"
"2015","European Union (28 countries)","Total","Percentage of total population","Total","6.0"
"2015","European Union (28 countries)","Total","Percentage of active population","Total","9.4"
"2015","European Union (27 countries)","Total","Thousand persons","Total","22 575"
"2015","European Union (27 countries)","Total","Percentage of total population","Total","6.0"
